,F,GM,KMX,TSLA
Date,,,,
4/1/2021,12.17000008,57.79999924,123.3099976,661.75
4/5/2021,12.69999981,61.04000092,128.0599976,691.0499878
4/6/2021,12.92000008,61.93999863,126.3300018,691.6199951
4/7/2021,12.72999954,60.83000183,126.0999985,670.9699707
4/8/2021,12.51000023,60.09000015,128.1499939,683.7999878
4/9/2021,12.51000023,60.15999985,131.6300049,677.0200195
4/12/2021,12.38000011,59.65999985,132.1000061,701.9799805
4/13/2021,12.19999981,58.49000168,130.1499939,762.3200073
4/14/2021,12.23999977,58.47999954,129.6199951,732.2299805
4/15/2021,12.23999977,58.61000061,129.1900024,738.8499756
4/16/2021,12.22999954,58.70999908,129.9700012,739.7800293
4/19/2021,12.10999966,57.88000107,130.1000061,714.6300049
4/20/2021,11.44999981,55.77000046,127.8000031,718.9899902
4/21/2021,11.72999954,57.49000168,128.9299927,744.1199951
4/22/2021,11.93999958,56.65999985,129.0500031,719.6900024
4/23/2021,12.22000027,57.52999878,131.0800018,729.4000244
4/26/2021,12.27000046,58.20999908,131.4299927,738.2000122
4/27/2021,12.48999977,58.97000122,133.0500031,704.7399902
4/28/2021,12.43000031,58.54999924,134.0899963,694.4000244
4/29/2021,11.26000023,56.56999969,133.1900024,677
4/30/2021,11.53999996,57.22000122,133.2400055,709.4400024
5/3/2021,11.63000011,57.15000153,136.9400024,684.9000244
5/4/2021,11.40999985,55.34000015,137.4100037,673.5999756
5/5/2021,11.60999966,57.58000183,137.8999939,670.9400024
5/6/2021,11.73999977,58.72000122,130.2899933,663.539978
5/7/2021,11.81999969,58.99000168,129.9900055,672.3699951
5/10/2021,11.71000004,57.40999985,127.9100037,629.039978
5/11/2021,11.57999992,55.72999954,123.4199982,617.2000122
5/12/2021,11.32999992,53.75999832,118.0699997,589.8900146
5/13/2021,11.55000019,54.59999847,121.1100006,571.6900024
5/14/2021,11.84000015,56,124.8300018,589.7399902
5/17/2021,12.14999962,56.04000092,124.4400024,576.8300171
5/18/2021,12.14000034,55.88999939,120.1600037,577.8699951
5/19/2021,12.10999966,55.52999878,115.9100037,563.460022
5/20/2021,12.48999977,55.50999832,117.1900024,586.7800293
5/21/2021,13.32999992,56.72000122,116.6800003,580.8800049
5/24/2021,13.06000042,56.59999847,113.8799973,606.4400024
5/25/2021,12.81000042,56.75999832,113.3700027,604.6900024
5/26/2021,13.89999962,58.08000183,114.7900009,619.1300049
5/27/2021,14.88000011,59.77000046,115.7900009,630.8499756
5/28/2021,14.52999973,59.31000137,115.1900024,625.2199707
6/1/2021,14.81000042,59.65000153,116.6999969,623.9000244
6/2/2021,14.90999985,59.65000153,114.6999969,605.1199951
6/3/2021,15.98999977,63.45999908,113.8099976,572.8400269
6/4/2021,15.97000027,63.36999893,114.0500031,599.0499878
6/7/2021,15.88000011,63.22999954,114.5599976,605.1300049
6/8/2021,15.63000011,63.91999817,115.0299988,603.5900269
6/9/2021,15.47999954,62.77000046,115,598.7800293
6/10/2021,15.10999966,61.34000015,115,610.1199951
6/11/2021,15.27999973,61.49000168,116.8499985,609.8900146
6/14/2021,14.86999989,60.79000092,118.0999985,617.6900024
6/15/2021,15,60.81000137,118.8300018,599.3599854
6/16/2021,15.02000046,61.75999832,117.4700012,604.8699951
6/17/2021,14.77000046,60.08000183,115.9199982,616.5999756
6/18/2021,14.52000046,58.75999832,113.1600037,623.3099976
6/21/2021,14.77999973,59.29999924,116.0899963,620.8300171
6/22/2021,14.90999985,59.24000168,117.4499969,623.710022
6/23/2021,15.42000008,60.11999893,118.2699966,656.5700073
6/24/2021,15.26000023,60.04000092,119.4300003,679.8200073
6/25/2021,15.18999958,60.29999924,127.4000015,671.8699951
6/28/2021,14.96000004,58.63999939,129.0099945,688.7199707
6/29/2021,15.01000023,58.83000183,130.6499939,680.7600098
6/30/2021,14.85999966,59.16999817,129.1499939,679.7000122
7/1/2021,14.90999985,59.11000061,130.5800018,677.9199829
7/2/2021,14.93000031,58.95999908,133.8200073,678.9000244
7/6/2021,14.5,57.45999908,132.7400055,659.5800171
7/7/2021,14.22999954,56.59000015,136.8800049,644.6500244
7/8/2021,14.06000042,56.06000137,133.2700043,652.8099976
7/9/2021,14.47999954,58.75999832,134.8399963,656.9500122
7/12/2021,14.60999966,58.97000122,135.4199982,685.7000122
7/13/2021,14.42000008,58.72999954,131.7400055,668.539978
7/14/2021,14.25,58,134.1900024,653.3800049
7/15/2021,14.01000023,56.95000076,131.2599945,650.5999756
7/16/2021,13.60999966,55.45999908,130.9499969,644.2199707
7/19/2021,13.27999973,54.18000031,128.5500031,646.2199707
7/20/2021,13.90999985,56.15000153,134.3800049,660.5
7/21/2021,14.18999958,57.04999924,135.9299927,655.289978
7/22/2021,13.90999985,55.63999939,134.4100037,649.2600098
7/23/2021,13.81999969,54.93999863,134.8399963,643.3800049
7/26/2021,14.02999973,55.77000046,135.0899963,657.6199951
7/27/2021,13.78999996,55,134.9700012,644.7800293
7/28/2021,13.85999966,55.49000168,133.3000031,646.9799805
7/29/2021,14.39000034,57.27999878,134.9700012,677.3499756
7/30/2021,13.94999981,56.84000015,133.9499969,687.2000122
8/2/2021,13.90999985,57.02999878,136.5,709.6699829
8/3/2021,14.02000046,57.88000107,139.6999969,709.7399902
8/4/2021,13.31999969,52.72000122,136.6199951,710.9199829
8/5/2021,13.71000004,54.43999863,136,714.6300049
8/6/2021,13.80000019,55.04999924,134.0200043,699.0999756
8/9/2021,13.75,53.95000076,132.8500061,713.7600098
8/10/2021,13.81999969,54.25999832,135.3099976,709.9899902
8/11/2021,13.93000031,54.27000046,131.8999939,707.8200073
8/12/2021,13.89999962,54.61999893,129.3399963,722.25
